intents,patterns
ahh he got me back ,0
Going for a run... Tomorrow will probably be cloudy ,0
"I'm very confused right now :S 'bout several things :S and feeling a little bit sad, i don't know why :S ",0
i didnt get any chocolate cake @ diana's  I STARVED MYSELF FOR CAKE TOO LOLOL,0
My sleep patterns are seriously messed up  watching the break-up though. I love jennifer anniston!,0
@Alkar  now I feel bad ,0
"Dude, pet stores need to stop sucking with basic animal care  Canada's preventing me from any foolhardy rescue missions.",0
View from the top of Runyon!! would have been nice if the sun was out   http://mypict.me/2QYw,0
OH.MY.DOG.   A girl in my neighborhood izz missing .. Police everywhere ,0
she forgot obout me..   ,0
is super pissed rigjht now: Jan's iPod isn't working no more ,0
&quot;Ms. White...in the lounge...with the wrench&quot; Followed by:  &quot;Who the fuck didn't show me the lounge!?  Who the fuck- oh.  I had it.&quot; ,0
"I am lost. Please help me find a good home.  (via @lost_dog) Anyone else get this? Makes you wanna buy all the puppies in the world, huh?",0
i wanna go out but nobody's doing anything!! ,0
@weatherthastorm ,0
Resting..have to go into work tonight at 12a.m.really sucks. Blows my whole weekend..couldnt get anyone to work.. excuse me while I pout ,0
Here at sunfest making our rounds and there's no one here ,0
I have a feeling this movie is gonna make it to the &quot;made me cry&quot; list. I'm already devastated ,0
waiting for tom too come online because i miss him very much ,0
Trying Tweetdeck on windows xp but can't install it on my vista  anyone can help?,0
@shep689   im jelous beyond belief,0
i can fix my phone ,0
Anybody know of any live streams from the US vs. Honduras game? I'm coming up empty!  #ussoccer,0
ohh s**t... drop by 2  105. itkeepsyourunning.com,0
come on... drop by 2  106. ardhindie.com,0
damn... drop by 2  107. wordpress.com,0
broke my phone today ,0
@just_chalie but but. ... ,0
@itstimcox he didn't want to play completaing three years from now? Wow. Makes me feel like poop.... ,0
"i am chock full of vegan recipes to make. now i just need some vegan, vegetarian, vegcurious friends to make them for. ",0
Ok so this wedding reception is kinda sorta getting boring and i wanna go home ,0
Yes huh my phones messing up  but I wana go!!!!,0
"@ShredderFeeder awww   How about Happy Birthday! I'd drink one for ya, but you see, I had a rough night.",0
@alandavies1 That's unusual for apple customer service to be so poor tbh. Poo  Kick up a stink!,0
@PrestonHymas  my sympathies   maybe you won't have to stay long,0
"@nawtyuh I know this is lame, but I tried to use the aging cheat, and it wouldnt work for me.  I can't have my sims get old!!",0
@melkitty78 the key word was &quot;should&quot; ,0
Just got shitty shitty news  not impressed at all :'( grrr,0
dang it i'm hungry  I WANT PASTA BAKEEEE !,0
The only thing ima do tonight is play mario kart ,0
I dont want to go to work. ,0
Aww I dropped off the list  @billzucker #BZW @therapist_model @TamaraSchilling @ModelSupplies @Donnette @scarletmandy @Amilya @lorimoreno,0
". i feel left out  i want to go back to temecula, im missing out. i want to go to the party!!!",0
we got BURNT at the park this afternoon ,0
Trying to decide what to smoke next. (I have such a rough life. hehe)  Son ate a cookie and passed out already. No one to party with. ,0
youtube is very bad ,0
"I have a confession to make, I stole that joke from @mrmadsen ",0
I am so angry at myself right now. ,0
@FeliciaCago i know! i'm missing the world cup game &amp; probably @mominreallife's party  but i'm worn out. great day anyway!,0
@bygbaby I need you to go somewhere every weekend cuz this is too entertaining. LOL! Although I could do w/o the foreskin references. ,0
Saturday night and ive got no plans to go out. Lame ,0
@michellecorona @krisskidd I missssssss both of you oh so much ,0
"so tired,, have to finish damn drama,, and then complete my entire maths assignment so i can hand it in tuesday and pass this semester! ",0
really need to vent my frustration right now ,0
I hate not being able to be there for someone u love but even if I was there I prob couldn't do anything. I feel like a terrible daughter ,0
"Got 210$, still 560 away from my guitar though ",0
"@BrandyWandLover 250pp is good,but iv got 3 people to pay for,, so it all adds up    xxx",0
Twitter Fam... be very carefully with bleach it gonna turn yo blue clothes light purple  i HATE this shirt now,0
Being Laaaazzzzyyyy. I don't want to study ,0
And a lot of it.  ,0
jam ring biscuits have started to give me heart burn ,0
"Ok, my body apparently hates taking more than 2 hours to clean...ow. ",0
Going to be working all day Sunday - dreads to make and accountancy to catch up on ,0
praying for my aunt ,0
@heidianderson I take offense that you think Ray Comfort is from Australia.  He's from New Zealand.,0
is made of fail. ,0
"@lordsteve Oh HELL no, leave the blood elves alone.  We have enough problems with names like that.",0
@ArchAngelica17 That's not nice. ,0
@thephotogirl I do love and appreciate you. bunches and bunches. I didn't realize you were skipping shows though.  I sowwy. &lt;3,0
@TamekaRaymond @boogieanderson  I miss the bay  Nuthin like home !,0
Don't like being in bed alone through this massive thunder storm ,0
@cavingchick wish we could come ,0
@MiyaBailey Who the hell is Mike Flo.. &amp; Y...everytime i call the shop...nobody answers! Im trying 2 set up my 6/24 appt. like U said 2! ,0
Gosh dangit I don't!!   Wondering if I ought to add the sports tier to my cable... I would love to have the tennis channel too. Hmmm.,0
i missed the @loscreepers show! ,0
"noooo..., drop by 2  108. thesulumitsretsambew.com",0
holys**t drop by 2  109. indianpad.com,0
ohh s**t... drop by 2  110. disqus.com,0
@taylortastic  i'm sorry. i want to sleepover!,0
@shampooriotx u never called me to go  i missed it ,0
@JessLeighJDM ahhhh your pic is so cute. I miss you and the brodster  im coming to visit you asap!!,0
"have had headache all day, now right eye is twitching - have a lot of pressure in that area ",0
    HUGE roll of thunder just now...SO scary!!!!,0
Why is it the only wwdc sessions I really want to attend are during other sessions I really want to attend?! iokit and kext sessions ,0
is not looking forward to this day packed with study. Oh well it has to be done! ,0
"omg i just spazzed ccoz i thort i found my sighned harry potter book from befor they were famouse, (N) NO SUCH LUCK ",0
So bored in my bed watching a movie coughing up my lungs practically ,0
Help me figure it out  http://tinyurl.com/lx9ad7,0
@Jonasbrothers why is your youtube channel suspended? ,0
Still wroting the post for The MP almost there..... ,0
 turns out the hot guy is 12. hes playing with the 11 year old i came with...theyre playing animal trivia! life is cruel!     ,0
@ChristianCate. How's Dukey? I can't believe he leaves Monday!! ,0
"@tishac. I did, but that doesn't mean I won't hurt.  A girl changed lanes on me once a while back and put me in a coma. She left me there",0
wants to stay on the comp but mom keeps telling me to get off... ,0
i'm sorry @DuskAndSummer !  forgive my face.  next time! i promise. &lt;|3,0
@madlawstudent no not at all - u excellent value -ur friend prob not got hairy chest tho ,0
"Woah! Thunder storm,gonna hide now...i hate hate HATE them ",0
@Luvelii I didn't  you have aim or yahoo? Or just give me some hints on who the person is,0
Thwarted again! Pneumatic closed because of electrical problems. No fluffy eggs for me today. ,0
@_CrC_ Soooooo jealous!  LOL!  I just sat through HOURS of dance recital madness!  No @NKOTB for me 2night and I am sooo close to Camden! ,0
"@AlexRevirell (I've read up to the last book, missed Backup though. Couldn't order it through local bookstore.  )",0
more drunk but not drunk enough where are the cheep drinks?  saba has no weekend happyhour now ,0
Good news and bad news: We just sold our house!  Only 3 weeks on the market and a fair price too.  Our Colorado days are numbered though. ,0
@smacula oh I should have specified. Birmingham in the US... Not the UK... ,0
just interupted my exercises to call in and request Love Struck.  I dont have the radio station either  hope your havin fun!,0
@Natashaax the word cowinkidink sounds better when spoke not read lol ,0
"is wonderign why when Davod finally comes to England near where I live, he doesn't arrange to meet up ",0
@Brittoncampbell me...but im not in st louis ,0
@desertfaery nope. Sitting inside adultsitting post-surgery... ,0
I wish I was at George Strait ,0
"I'm the typo queen, guys. ",0
getting a shower then Sam &amp; I are going to lay down and watch a movie...I'm exhausted ,0
Turns out too much exercise is not good. So says the ER doc that diagnosed me with costochondritis this morning. It hurts ,0
Off to k carr's bday dinner! Too bad i cant have sushi ,0
http://twitpic.com/6sfe0 - my friend [: lmfaoo i look fat heree ,0
im so in love with Rick Ross album bt right now im jammin Ciara - wanna ham sandwhich to kill this pain im feeling - ,0
i got charlie horses in both my legs last night and they still hurt ,0
@nedinachristina OH NO!  Sorry to hear about your sculpture.  ,0
@innamon you didn't see supras in fcking germany? ,0
@gwenartax  I'm sorry to hear that.,0
Oh NOOOOO! Traffic  I was lost now I'm stuck!!! Oh NO! @brooklynblondie on the way,0
@nevershoutamy I was worried about that. sorry ,0
Why doesn't the weather obey my commands? ,0
God I hate the end of &quot;Bridge to Terabithia&quot; It always makes me cry ,0
studying for final exams ,0
i am so tired of my job  poo.,0
"Sometimes I do hate long distance rltnshp,even though sometimes it works. I need to hug my man so baaadd!! ",0
I still have no friends on iChat.. i dont think any of my friends have it  I waanna use it badly,0
"@MISTERMORALES Steve, THANK U FOR your dm! I can't DM you back tho according to Twitter bc yr not following me, it won't let me talk 2 u ",0
"@laurenpatterson Nope, i'm not there either.  ",0
IS IN TROUBLE!!! PLANS TO SEE THE Vs ARE ALMOST SHATTERED!!  @jessicaveronica,0
@cnnbrk  I.m So Sad For This tRagedy ,0
"Parents are pissy because my little mouse friend left a mess. Heaven forbid, they're going to kill my only company at night ",0
@MarkDC you being there would have been enough - the open bar was just the icing on the cake - but i do have to hit town for show at 10 ,0
Finishing laundry before packing for #WWDC  Couldn't check-in online for my flight  #delta #fail,0
@BMW1982 But Datsyuk is back...  plus it's in Detroit...  ,0
Does anyone know a cure for severe writers block? Otherwise I'm never gonna finish my novel ,0
"About to go to Macoroni Grill with my girlies; I'm wearing all black again on this semi-formal occasion, haha &lt;3 I'll meessss my Paulooo ",0
EFFIN TNT mannn  score yuh goals nahhh ,0
@jsouldagenius douchebag! When r we hangin out again? u've forgotten all about me ,0
"says back from friend's bday party. had fun but sad news, they're not going to vegas with me  http://plurk.com/p/yyhi2",0
I need some hope ,0
Playing softball just got done batting &amp; i think i missed up my hand ,0
@Don_J @GillyWillyWo0.. hey sorry.. twitter said i had done too many tweets  would not let me send anymore lol.. night night x x,0
@Jonasfanlove Fun? lol ~ Meeee.... well i am going soon ,0
@rockphotogirl  That stinks - sorry to hear.,0
Summer 2009 Beach trend =cankles.  ,0
@kenarmstrong1 He didn't  All we had was Lidl wine and Lidl nibbles and I heard he's a bit of a diva so I didn't ask...,0
.@johnytyh But no French dubbing of Chuck or most other TV shows in Québec (R1). It's infuriating. (BTVS french dub but not Dollhouse) ,0
@thatchman1 I'm done for the night. I was getting eaten alive by the bugs (typical for me down here) and I'm out of shape.  :-| ,0
sweep picking..  ugh hate it ,0
"@MisterBush Aw, I'm so sorry to hear that ",0
@optimuscupcake oh in that case m quite a few thousand miles away ,0
i think u all know what happened i had to many tweets  if i get too many tweets on here then i'll get mad,0
I am cold and tired ,0
Air is in the shop.  No laptop for a week. ,0
My puppies their first vaccines! They look soooo sad. ,0
How does this work ,0
@CellUnlocknet ahh yes i dont see you connected with us ,0
@AnnaSaccone oh no!!  i hate thunder!  wear rubber soled shoes haha xxx,0
I have determined that my cold is still with me....guess I'll be doing a lot of nothing tomorrow ,0
@TheMandyMoore aww your super shy? no way! get out of here haha do you remember me from Australia? i doubt it   haha  please come back xx,0
@aneezy  all lOlz,0
"jus creating a twitter page, but i have no friends ",0
"@Mikey2004 I went into a few places and it was £40, I stalled, I have a few clubcard vouchers for Tesco but they had sold out. Tough luck ",0
"@TastefulCupcake Can't, I have an online test!! ",0
Note to self don't drive more than 10 hours Arrrgh ,0
"prom is now over  kinda sad.. but a fun night, one to remember!",0
I hate when I go to a restaurant and the only thing that's good are the drinks and I only had water ,0
i wish corn dogs and tater tots were on the Dr Asa Plan ,0
@ranchocarne Infelizmente já existe e se chama World of Warcraft ,0
@saraborrego I ask myself everytime I walk into this building. My mouth waters at the mere thought of kog ,0
You know when Alan Carr takes the piss of your love life live on radio 2 that things are bad! ,0
Took a long break after lunch =P but bathrm done!Next laundry.I dont think I'll go out tonight. Im still bummed about last nights news ,0
@nicmenaj love u so much..fingers crossed tonite hell come ,0
the airport ,0
everyone got a new phone. ,0
@mitchallen thats not a friend ,0
"I deeply regret getting kicked off of what.cd  Just as I got into really obscure stuff, the kind that only what has.",0
Dinner was pretty good. Anniversary date night half over already??  boo.,0
"@mcflyharry harry, you need to get on more often. i miss your tweets ",0
@tonyhawk give away 2 what? wow what kind of stuff am i missing.... ,0
"@LuciaDssapeared ohmy, where have you been ?  i miss you !  kinda angry rite now.wbu? wow.packing? why?",0
@TexasEmerald we do not have one up here.   i thought pappadeaux was your pet name for your FIL. HEE!!,0
@PussyPrevails hEY dont cry  your gonna make me sad dont cry over nuttin espacilly if its over ne nigga &lt;&lt;never kry keep ya head up,0
i love you and i'm sorry! all that happened was just a BIG mistake! ,0
@eskudder thats so freaken weird. i hate itchy.. poor love ,0
I really didn't want to wake up from my nap. ,0
hoping tiny kitten makes it through the night. thinking maybe i wasn't supposed to try and save him. maybe he wasn't supposed to live? ,0
"@Simriel my msn is still crapping out, problems with DSL something-or-others ~_~ so i might call it a night ",0
"@iamjonathancook, I misss u&lt;3 wish I could be there tonight  I have no ridee ",0
Lost 2GB of custom textures ,0
@grevon &amp; boltvanderhuge: isn't anyone going to come to my wedding?! ....... ,0
"Danehall fete yesterday, they want a real fete today...hmmmm where to go??? Btw, these ppl survive on power naps lol, I'm dying! ",0
"@Therealkeenan arrhh!! really, aww i want it so bad  lol",0
"Eww, i hate getting up in the mornings!!  Debbie i was sick  DUN DUN DUN!!! But ill be back tuesday i hope",0
@bluesparks42 I yelled because I had to do all of first shifts work while the only cashier. ,0
fml sending alotttttaa post thats y i cant see who tweetsss me sorry guys ,0
@jadoreyouuu im going to miss you.. ,0
Ow i stubbed my toe gettin off the bus..  im goin for a pint.. There had better be sumwhere open..........,0
@FFWAfilms it was this cover band I guess? I don't think we are doing that anymore ,0
omg walmart has flips ...now i just need like $300   now i really need a job,0
@TATTOOED_CHICK That sucks   Have you thought about a franchise type business?  I do this: http://bit.ly/1864ml,0
wishing I was at the Taylor Swift concert!  ,0
"Wow, just saw some CBC adverts, all the Canadians have my sympathy for having to put up with that crap ",0
@GCofOBM Outlook not so good ,0
@officialjman im so sad ,0
#NAME?,0
@bowwow614 fuck its 19+ ,0
I jussst got attacked byy a ducck!.. Not coool ,0
grrr.. twitter updates to mobile wont turn off ,0
"@angel0712 You know, Liz, Aussie Korean Liz, has a lime tree!  I&quot;m jealous!    I tried to get one for Bella, but everything was too big.  ",0
@iamBenLyons o how jealous i am. ,0
@Djrelyt naw!  I wish,0
@narnianprincess I won't get a chance ,0
@adriennemcc I  miss talking to you on BB messenger  MY DAY IS SO BORING!,0
@BennyGordon72 Somehow he's quit tearing his stuff up - but getting at least 1 - 2 other cars a race.  #nascar,0
wipeout! that would be how DO they avoid killing somebody.  ,0
My ps3 just broke ,0
Out. Time for m sister to use the laptop. ,0
"@ParisG still doing the pool, no wings though.  we have  nooooooo money now after the car situation last night ",0
I rarely read the Hartlepool Mail. First headline I see is &quot;Toilet seat stuck on head&quot;. Faith restored in Hartlepool's population ,0
Hahaha we don't know how to gamble ,0
"attempting to make covers of everything i know, but shit man i can't sing, where abigail when i need her ",0
@xnoworriesx13 I rode for probably 5 or 6 years growing up and played cello for 10. I miss both! But I'm really allergic to animals ,0
my brain's about to explode  i need a break!,0
"Clipped Jehus nails 2 short...oooops, I really hate it when that happens. Poor little guy with his toes cut off ",0
@davidcoast i know it's not  sadly i'm getting back into that habit again. not okay!!,0
"@AmandalovesHBK I understand needing money - been out of work  1 1/2 years , still no job    I need a lottery win!",0
All this rain is bad for biz ,0
There are 3 seats empty next to me and 2 seats empty in front of me. Feel lonely ,0
"My sister has lice, guys... Not cool... ",0
"@AaronPrice97 Yes, &quot;Stepbrothers&quot;  was  funny.  Did you see &quot;Big Stan&quot; with Rob Schneider? Quite funny. David Carradine   was in it too.",0
"@stephz1 I'm sorry  its going to be here soon enough. Until then, I think the best we can get is sushi! Lol",0
@anyothergirl415 I am I am I am. Hopefully will have it to you tonight. This part took a lot longer to write than I thought it would ,0
@paulgiunta So sorry to hear that you're still feeling bad! ,0
"...The first two steps will happen in 4 years. The 3rd step is undefined. Long time, isn't it? ",0
@EmilyAllTimeLow Awhh the venue in melb wouldn't let them do a signing  so we couldn't meet them ,0
thunderstorm! *cries* ,0
@lique_fabrique aaah luxe!  ;)  I really miss having my own pool! ,0
"Laying in bed, getting scared by the thunder and lightning. ",0
wishing my bff was on now ,0
"Sadly, Jess goes back home tomorrow.  I hope Rae is still up for going to the airport tomorrow, her plane departs at 5:55pm... ",0
Not feeling it tonight. ,0
has to watch out 4 planes becuz im hes so fly ,0
I just got a blizzard that couldn't be turned upside down. ,0
No sunshine at all today  it was just rainy and gray.,0
where is mii&gt;&gt;&gt;get off of work already.ugh @huntin4ivory ,0
Ugh miss my boobie ,0
"Just had 2 English muffins, but I burnt one. ",0
I don't wanna go to work tomorrow ,0
I miss Thomas and Joe. ,0
no no no     I've read twilight story in wiki : the girl will not turned into vampire   WTF,0
trying to relax my back right now as it still hurts ,0
Is at work with a tummy ache ,0
Even wonder how life can suck BAD one week and then your whole world turns around? well except for the  people who have left us.  POPS,0
@Doug_Caldwell i did too. played with it until 2am that night. have done nothing since  lazy? not interested? value not seen? UR thoughts,0
stop asking me  i'm only going to mess things up.,0
there's NOTHING to do! i'm so bored ,0
These kids are crazy  save me,0
yall know wat I hate. people who let yu down ,0
My best friend forgot about my birthday. ,0
"I'm Autophobic, someone talk to me ",0
CAN WE ALL TWEET IN ENGLISH PLEASE? I'm getting well confused ,0
we lost the football match *quelle surprise! &lt;-- quelle drole* and i want kfc ,0
Drving around aint got shit to do...I do miss my chuntarras... ,0
"@BriBri2007 nope staying in watching some flicks. Little under the weather. Sucks too, got the weekend off. ",0
my knee that i busted yesterday is hurting like a mutha ,0
OMG it is sooooo hard being a Mets fan!!!  ,0
http://twitpic.com/6sfui - My sobe is giving me the silent treatment. ,0
@dubdotdash Bloody hell it goes from bad to worse  #emusic,0
My DVD player is broken ,0
My baby is losing his champ ball game  hope they pull this one out,0
@Sean_ofthedead ,0
Got bleach on my Grey Leaky shirt    http://twitpic.com/6sfvk,0
Huge headache! Boo. ,0
Just had the last dance class with all my Pegasus friends!! I'll miss you guys! Hopefully I'll see you next year!!!   ,0
7-0  ....OOOHHH Catch Me If You Can is on......,0
Urgh... Rice lost.. That's a sadface  #fb,0
"@NicoleBrasfield thanks, yo. ps we got passion fruit, no melon I guess. ",0
@und1sk0 today i am trying to quell the pain gods  i wish i could have bbq!,0
"Just got a shark tattoo in Hermosa, too bad it only lasts 5 days...  ",0
I hurt my neck ,0
Lookin to blaze but missin a piece ,0
I cant believe I  slept all day !! Damn cold ,0
i can't take another night on my own ,0
"@trentonlyle haha how sad, i'll miss you! lol ooooh i thought so..tell me how it goes bc i have to get mine done soon i think ",0
"Watching the Stanley Cup WITHOUT @LookitsDylan  oh well, red wings are gonna kick his penguins butts!",0
@tommcfly god i wanna watch star wars too! you're making me sad ,0
@TickleMeJoey :| We have missed you. For. A. Long. Time. Maybe you shall see how it feels?  KLDSJFKDSL.,0
@drummerdude2012 i heard about that! that really really really sucks! i hope it gets fixed ,0
Is done studying...tmrw a nice easy day to get ready for a trying Monday ,0
"@BunniesNBuggies The one I want right now I can't afford   My kids think stuff like vacation, electricity and breakfast are more important",0
"Pink bridesmaid dress http://www.flickr.com/photos/nirak/3602207406/ I doubt @melissaholt will let me wear chucks, tho.  Maybe @ reception",0
@MsBrooklyn305 It onlyy give me an option to poke back blame FaceBook not my  (hopes da puppy eyes work!),0
50% of my viewers love the new video.. the other 50% hate me now  lost about 40 subscribers since i posted it haha,0
@sonnie_inkstar I did today lol I got tired of looking at that one ,0
"@xonassis yeah, I've seen that one LOL. I got to meet Burt Ward, but he didn't have the cat ",0
my ipod won't connect to my computer. ,0
Mckay just got cracked in the nose with the basketball and now her nose is bleeding.  this would never happen in Bakersfield,0
@7spitta naw...my weedman is outta town ,0
I can't concentrate on writing the Geography Exam Notes ,0
ugh. i need a new phone! mine is kaput ,0
Twitter broke in the middle of my MS conference viewing... ,0
I found yet another line dance I can't figure out  I'm so old!!!!,0
Is wondering what's good tonight ..I'm bored ,0
@kbabi0348 AH. DUDE. I WAS GUNNA GO SEE THAT LAST NIGHT. but my friends couldn't go.  i heard it's sad.,0
Waiting to watch UP... I would like to have a balloon ,0
@awoods unfortunately I've got 3 friends visiting that weekend   Couldn't have been worse timing.,0
@TheCinera do you know when it goes online? i'll be at work til like 930 so i'm going to miss it. ,0
tweeting at work. I've hot a stye in my eye ,0
"Staying in Orlando, Florida for vacay! Can't believe Dsney Cruise is already over. ",0
"Just finished playing 9 holes ($1 skins). Won 5 holes, 2 birdie putts - no actual birdies  Unfortunately it will rain for the next 3 days.",0
my grandparents are leaving today. ,0
// study session tonight at starbucks ,0
Does not liiiike ,0
"@VaughnGittinJr well done dude!! If it wasn't for Darren I'd be rooting for u...but it wasn't!! (&quot;,) wish I was there to party though.. ",0
"Well, I HAD the overtired &amp; cranky B asleep in the mei tai. Unfortunately putting her in bed woke her up again, along with both parents ",0
I wish my friend Kristen would answer the phone.  Oh well. :3,0
America's Most Wanted in Myrtle Beach tonight  that sucks,0
hangin out before work.. hate my shitty schedule ,0
Is watching TV  very peaceful. &amp;&amp; is missing her boyfriend ,0
@mistersill sorry to hear that ,0
going out to the beav. Boo ,0
Global warming?...what a joke. Its june and i'm still wearing a vest! ,0
proper sobbed to that film seven pounds  too sad!,0
To top it off I lost one of my ear plugs. ,0
"@galleysmith Sigh....yes, unfortunately it does.  And I have no room for new books ",0
@ObeyYourHeart texting should work though ,0
Camping with the boy scout troup in Kinbrook park in beautifull Brooks Alberta. Weather could be better ,0
hate this sore throat.. I mis summer ,0
@KenyaDMorris: I'm not home &amp; my tivo's using both tuners. ,0
Now have a lump the size of gibralter on my forehead cause I walloped my head in work today ,0
"@the_duckie Pain again ? ohhhh  sorry for you.If i can do anything.I can't even be there with you,i'm too f***ing far",0
@sbonnin scott just arrived w the gin/tonics - miss you ,0
@cocoachanel awww honey... are u still in the office? ,0
"@langfordperry game 5 of the finals already!? Great! Why aren't they airing it here?...I'm from the other side of the world, bye the why ",0
dodgers won... ,0
"I've currently got Cherrys,pears,peaches and coconuts In my Animal Crossing town. but I've some how lost my net so no bug catchin for me ",0
@cazi007 wtf you told me I was your &quot;baby&quot; ,0
is eating lebanese pizza for breakfast... mmm yum cheese manouche haha but damn this toothache and earache.. i cant enjoy it ,0
"konon, hampir semua teman yang tinggal dsini berat badannya naik semua. darn it! thats so true, it was just happened to me as well! ",0
le sigh  I woke up to my kitten pulling down all the sticky notes off my desk -_- damn attention seeker ,0
@StephTwits I know!! flats really hurt after awhile ,0
But Will Ferrel still did a good job.  I am seeing up tommorow.  I heard it was a sad movie.  ,0
http://twitpic.com/6sg38 - This is definitely not part of an ER trip bland diet  ,0
So far there has been no male eye candy ,0
@AH1001 Why?  And yeah I would like to see you before you go! It's been forevereverevereverandever!,0
"@PandaMayhem I'm not saying he has a problem w it or even that barrett does, just that I didn't feel like it was my place to.  Sry ",0
I am DEPREsSED Dan today ,0
my twiitering is reached its limit i couldnt enter ,0
Sick  cough cough sniff sniff... Yuck. Chillin at home tonight  but watching he's just not into you ,0
@Ms_Tima I don't know? It seemed to cheer you up the other day alittle ,0
"@JOECOLUMBO i ate too much n now i have the itus  but apart from that im good, howz you love?",0
i have a rash on my chest ,0
Is V Factory on open house party?? It says the ting tings ,0
@Knightpkf ur a goodlookin man.. ull defo get that 29th call!! its just a shame it cant b mee!..   x x,0
@epicpetwars answer me pls ,0
"And in conclusion, extended nausea is not fun ",0
@dearfashionista new CHILD. Like of kindergarden or elementary age ,0
@kmusicx1 i dont get this site ,0
Feeling defeated cuz I wont be at ROO  OH Well....2010 is a lock!,0
"Phillies lost in extra innings. I shouldn't feel so bummed about it because it's only June, but damn. ",0
@ThePISTOL BBJT can be put on a bracelet like what would Jesus do. We can bring back jt. Sadly I feel no nysnc reunion ,0
It's a cold and wet 50 degrees out. I forecast a dismal turnout tomorrow at the picnic ,0
"Why Josh Drummond? I know it's not your fault, but a calf injury? Way to stuff up my SC team ",0
"@hurricaneheart ooooh, gotcha!  i'll think of you friday and twitter all the amazing things.",0
"@shannonbickel It won't send my messages to you! It will to Colin, but not to you. ",0
"Wasn't just hungover, has a fever now ",0
Cape cod with the girls. Drunk and I already got a splinter in my finger ,0
Feeling so alone.  no1 called me or a text even. I'm so sad! M so unlove..  Wish someone would give me some &quot;HUGS&quot;,0
Did habitat for humanity today....now bored for the night ,0
Closing with gail.  miss my boyfriend. I love you.,0
my head is hurting! ,0
anybody understand me  i misssssss my bff.,0
"is hoping to attend warped tour, but I need bout 50.00 for a ticket  it doesn't look possible! :\",0
misses izzy a lot  ,0
@luckee13 People really suck sometimes.   Glad someone took the time to call for help tho.,0
Soo sick  going to urgent care - hope i'm not there all night,0
@CreekRat I don't know what that is ,0
has just changed her flight back to england. why do i have to leave hollywood? ,0
wishing she had a man that would put her first ,0
going to burnaby later! and i applied to pethabitat a while ago. they have a mini chico up for sale. ,0
Trying to fit everything back into my luggage. One extra item doesn't look like I'd be able to take ,0
missing my family today...i wish i was in Tulsa tonight.  http://linnybest.com,0
"@seventhapollo Yeah, it's quite a hassle sometimes. Even sitting inside, facing away from the window, I can see all the trees, etc. ",0
@mileycyrus You know what u have NOT done today? Write a song. Who u think you're fooling Miley? I would never have expected this from u ,0
All friends are in Killyleigh ,0
"jammed toe is ouchy  it's not as swollen as yesterday, though!",0
aww i love it too  its so boring with no friends  lol,0
@michellecpa damn I miss everything ,0
going to work soon bt soo nt in the mood...my ankle hurts ,0
@JonasBrothers FIX UR YOUTUBE ACCOUNT SUSPENSION! ,0
@evieruin on a saturday night?  lame.,0
Is tired but cant be bothered going to sleep ,0
Robson street crowds are exhausting... ,0
Lol we're bbq'n even tho its rainin! Crazy! I'm freezing  ,0
@NellieLou2u poor babe  That's what Chris said he's calling him was ostrich!,0
Worried about tomorrow! :o ,0
Still no shoes for the dress i'm gonna wear next month for the wedding ,0
Somehow glad Mine That Bird didn't win Belmont - I'd have to be pissed at Rachel Alexandra as a spoiler....  lol http://tinyurl.com/r ...,0
Just got to work. Waiting for it to be over ,0
@tommcfly I already miss you ,0
i cant believe the public pools dont open until june 27th. ,0
@the_rockshow LUCKKY MOOO FOR THE KILLERS ,0
"@AKGovSarahPalin I hope you will bring awareness to other disabilities, my oldest son has severe Dyspraxia and struggles daily ",0
Pollen is like my kryptonite ,0
going to go to some studying now.. ,0
http://twitpic.com/6sga6 - Where are the rest of our friends?? ,0
@Jonasbrothers hey guys i love you soooo much...miss ya ,0
@TheComputerNerd ,0
"@lealeabobeeah i don't think you can, i think you need the disc.  but i'll do some research",0
rushing off to church...late as always ,0
"ouvindo a day to remember, to morrendo de sono ",0
"I have so many anger against you! My heart again is in your hands, and your only play with him! ",0
@the_spinmd @Helmke @jennifercloer bad link on the &quot;Collaborative Networks&quot; post.  Correct URL: http://cli.gs/cn,0
boo. home all alone! ,0
What is wrong with Heidi-In the hospital? That show is outrageous. ,0
@PrinceSsThaLia  I envy u right now! I'm stuck at work   ,0
@MissBliss78 awww  not even a tiny teeny weeny bit better?,0
not a party night in porto allegre ,0
worst thing about bronchitis? Not being able to laugh  It's like ahahahah-cough-cough-cough-*chokes*-croak-croak-*dies*,0
@JasmynElizabeth I jus saw it.. lol.. you know my phone still actin silly.. Sad face ,0
"@trenchreynolds Ya, for shame... ",0
Remember those days drivin down the freeway &amp; there's a car on fire. I don't know about u but that's common on the 60Fwy. ,0
Trying to figure out what was really going on today.  Its just been one of those days ,0
Got to get socialscope. Dying without it. ,0
Mysterious people on AIM need to tell me who they are.  Messages like &quot;IT'S BEEN YEARS =D&quot; tell me nothing!,0
just hit the wrong button in 1 vs. 100. stupid me  http://plurk.com/p/yyibl,0
"Guess MOE'S will hv 2 do since VA doesn't hv a Taco Cabana  also went in to starbucks, 1st in like 10 yrs gettn a vanilla latte, yikes!",0
@MzGlossy I want $3 Margaritas!!! lol...extremely bored.... sorry ,0
@_mattks_ http://twitpic.com/6s7kh - I love In N Out but they don't have it anymore where i live.  ,0
"@theyellowdart I work from 4:30 to 9 tomorrow, unless I call in sick like i did tonight ",0
